title,platform,release_year,runtime,genre,budget,revenue,vote_average,vote_count
May You Prosper,Netflix,2017.0,93.0,Comedies,,,,
Maya Angelou: And Still I Rise,Netflix,2016.0,114.0,Documentaries,,,,
Maynard,Netflix,2017.0,100.0,Documentaries,,,,
Maza Pati Karodpati,Netflix,1988.0,132.0,Comedies,,,,
Me and the Alien,Netflix,2016.0,83.0,Comedies,,,,
Mean Dreams,Netflix,2016.0,105.0,Dramas,0.0,0.0,6.5,22.0
Mean Streets,Netflix,1973.0,112.0,Classic Movies,500000.0,3000000.0,7.2,359.0
Meditation Park,Netflix,2017.0,94.0,Dramas,,,,
Medium,Netflix,1985.0,90.0,Horror Movies,,,,
Meet the Trumps: From Immigrant to President,Netflix,2017.0,48.0,Documentaries,,,,
Melle,Netflix,2017.0,110.0,Dramas,,,,
Melvin Goes to Dinner,Netflix,2003.0,84.0,Comedies,0.0,0.0,3.8,5.0
Memoir of a Murderer,Netflix,2017.0,118.0,Dramas,,,,
Memory Games,Netflix,2018.0,86.0,Documentaries,,,,
Men in Black,Netflix,1997.0,98.0,Action & Adventure,90000000.0,589390539.0,6.9,4521.0
Men in Black II,Netflix,2002.0,88.0,Action & Adventure,140000000.0,441818803.0,6.1,3188.0
Menorca,Netflix,2016.0,81.0,Dramas,,,,
Merantau,Netflix,2009.0,112.0,Action & Adventure,0.0,0.0,6.2,43.0
Merry Men: The Real Yoruba Demons,Netflix,2018.0,106.0,Comedies,,,,
Mi Shivajiraje Bhosale Boltoy,Netflix,2009.0,148.0,Comedies,,,,
MI-5,Netflix,2015.0,105.0,Action & Adventure,,,,
Middle School: The Worst Years of My Life,Netflix,2016.0,92.0,Children & Family Movies,8500000.0,19985196.0,6.9,70.0
Midnight Special,Netflix,2016.0,112.0,Action & Adventure,18000000.0,6212282.0,6.2,705.0
Milk,Netflix,2008.0,128.0,Dramas,20000000.0,54586584.0,7.1,628.0
Milk,Netflix,2008.0,128.0,Dramas,0.0,0.0,6.3,7.0
Milk,Netflix,2008.0,128.0,Dramas,0.0,0.0,7.4,4.0
Minnaminugu the FireFly,Netflix,2017.0,128.0,Dramas,,,,
Miracle,Netflix,2004.0,136.0,Children & Family Movies,28000000.0,64445708.0,7.0,162.0
Mirror Mirror,Netflix,2012.0,106.0,Children & Family Movies,85000000.0,183018522.0,5.5,1148.0
Mirror Mirror,Netflix,2012.0,106.0,Children & Family Movies,0.0,0.0,5.1,4.0
Mirzya,Netflix,2016.0,129.0,Dramas,,,,
Miss Hokusai,Netflix,2015.0,90.0,Anime Features,0.0,0.0,6.5,20.0
Miss Julie,Netflix,2014.0,130.0,Dramas,0.0,0.0,6.3,3.0
Miss Julie,Netflix,2014.0,130.0,Dramas,0.0,0.0,6.0,12.0
Miss Julie,Netflix,2014.0,130.0,Dramas,5500000.0,5000000.0,5.8,46.0
Miss Julie,Netflix,2014.0,130.0,Dramas,0.0,0.0,5.8,4.0
Miss Me This Christmas,Netflix,2017.0,85.0,Romantic Movies,,,,
Miss Representation,Netflix,2011.0,90.0,Documentaries,750000.0,0.0,7.7,19.0
Miss Sharon Jones!,Netflix,2015.0,94.0,Documentaries,0.0,0.0,8.0,3.0
Miss Stevens,Netflix,2016.0,86.0,Dramas,0.0,0.0,6.0,17.0
Mission Control: The Unsung Heroes of Apollo,Netflix,2017.0,100.0,Documentaries,,,,
Mission of Honor,Netflix,2018.0,107.0,Action & Adventure,,,,
Mission: Destroy Love,Netflix,2014.0,93.0,Comedies,,,,
Mississippi Grind,Netflix,2015.0,109.0,Dramas,0.0,130541.0,5.9,137.0
Moh Maya Money,Netflix,2016.0,109.0,Dramas,,,,
Mohawk,Netflix,2017.0,92.0,Action & Adventure,0.0,0.0,6.3,3.0
Mojave,Netflix,2015.0,93.0,Dramas,0.0,0.0,4.6,42.0
Mokalik (Mechanic),Netflix,2019.0,100.0,Dramas,,,,
Molly's Game,Netflix,2017.0,141.0,Dramas,,,,
Mona Lisa Smile,Netflix,2003.0,119.0,Dramas,65000000.0,0.0,6.5,406.0
Money,Netflix,2016.0,84.0,Thrillers,0.0,0.0,5.6,20.0
Money Talks,Netflix,1997.0,96.0,Action & Adventure,0.0,0.0,6.0,90.0
Monkey Up,Netflix,2016.0,83.0,Children & Family Movies,,,,
Monopoly (The Bank Of Luck),Netflix,2017.0,117.0,Comedies,,,,
Monster Family,Netflix,2017.0,93.0,Children & Family Movies,,,,
Monster High 13 Wishes,Netflix,2013.0,73.0,Children & Family Movies,,,,
"Monster High: Boo York, Boo York",Netflix,2015.0,72.0,Children & Family Movies,0.0,0.0,7.3,17.0
Monster High: Escape from Skull Shores,Netflix,2012.0,46.0,Children & Family Movies,0.0,0.0,6.3,7.0
Monster High: Freaky Fusion,Netflix,2014.0,74.0,Children & Family Movies,0.0,0.0,6.7,10.0
Monster High: Friday Night Frights,Netflix,2013.0,46.0,Children & Family Movies,0.0,0.0,6.0,12.0
Monster High: Fright On!,Netflix,2011.0,46.0,Children & Family Movies,500000.0,0.0,5.8,6.0
"Monster High: Frights, Camera, Action!",Netflix,2014.0,74.0,Children & Family Movies,0.0,0.0,6.4,13.0
Monster High: Ghouls Rule,Netflix,2012.0,71.0,Children & Family Movies,0.0,0.0,6.6,16.0
Monster High: Great Scarrier Reef,Netflix,2016.0,72.0,Children & Family Movies,,,,
Monster High: Haunted,Netflix,2015.0,76.0,Children & Family Movies,0.0,0.0,7.0,19.0
Monster High: New Ghoul at School,Netflix,2010.0,23.0,Children & Family Movies,,,,
"Monster High: Scaris, City of Frights",Netflix,2013.0,60.0,Children & Family Movies,,,,
Monster High: Why Do Ghouls Fall in Love?,Netflix,2013.0,46.0,Children & Family Movies,0.0,0.0,5.9,10.0
Monster-in-Law,Netflix,2005.0,101.0,Comedies,43000000.0,154749918.0,5.6,413.0
Moon,Netflix,2009.0,97.0,Dramas,5000000.0,9760104.0,7.6,1831.0
Moonlight,Netflix,2016.0,111.0,Dramas,4000000.0,65046687.0,7.3,1831.0
Moonwalkers,Netflix,2015.0,96.0,Action & Adventure,0.0,0.0,6.1,98.0
Moor,Netflix,2015.0,135.0,Dramas,,,,
Morris from America,Netflix,2016.0,91.0,Dramas,0.0,0.0,6.0,37.0
Mortified Nation,Netflix,2013.0,84.0,Documentaries,0.0,0.0,6.6,6.0
Morya,Netflix,2011.0,121.0,Dramas,,,,
Motu Patlu: King of Kings,Netflix,2016.0,109.0,Children & Family Movies,,,,
Mountain,Netflix,2017.0,74.0,Action & Adventure,,,,
Movie 43,Netflix,2013.0,94.0,Comedies,6000000.0,32438988.0,4.5,816.0
Mr. Church,Netflix,2016.0,105.0,Dramas,8000000.0,0.0,7.0,133.0
Mr. Deeds,Netflix,2002.0,97.0,Comedies,50000000.0,171269535.0,5.6,660.0
Mr. Gaga: A True Story of Love and Dance,Netflix,2015.0,102.0,Documentaries,,,,
Mr. Virgin,Netflix,1984.0,86.0,Comedies,,,,
Mr. Woodcock,Netflix,2007.0,88.0,Comedies,22000000.0,0.0,4.9,142.0
Ms. Mammy,Netflix,2012.0,90.0,Comedies,,,,
Mud,Netflix,2012.0,131.0,Dramas,10000000.0,21587700.0,7.0,1080.0
Mujhse Shaadi Karogi,Netflix,2004.0,158.0,Comedies,0.0,0.0,6.7,23.0
Mune: Guardian of the Moon,Netflix,2014.0,85.0,Children & Family Movies,0.0,15730665.0,7.1,97.0
Muppets Most Wanted,Netflix,2014.0,110.0,Children & Family Movies,50000000.0,80383290.0,6.2,318.0
Murder Party,Netflix,2007.0,79.0,Comedies,190000.0,0.0,5.8,40.0
Mutiny on the Bounty,Netflix,1962.0,185.0,Action & Adventure,1950000.0,4460000.0,7.1,72.0
Mutiny on the Bounty,Netflix,1962.0,185.0,Action & Adventure,19000000.0,13680000.0,6.5,68.0
My Babysitter's a Vampire: The Movie,Netflix,2010.0,80.0,Children & Family Movies,,,,
My Brother ... Nikhil,Netflix,2005.0,116.0,Dramas,,,,
My Daddy is in Heaven,Netflix,2017.0,95.0,Dramas,,,,
My Dog is My Guide,Netflix,2013.0,99.0,Comedies,,,,
My Entire High School Sinking Into the Sea,Netflix,2016.0,77.0,Comedies,0.0,0.0,8.2,3.0
My Ex-Ex,Netflix,2015.0,91.0,Comedies,,,,
My Honor Was Loyalty,Netflix,2015.0,115.0,Dramas,0.0,0.0,4.3,4.0
My Life as a Zucchini,Netflix,2016.0,68.0,Comedies,8000000.0,292279.0,7.7,215.0
My Little Pony Equestria Girls: Friendship Games,Netflix,2015.0,72.0,Children & Family Movies,,,,
My Little Pony Equestria Girls: Rainbow Rocks,Netflix,2014.0,73.0,Children & Family Movies,,,,
My Only Mother,Netflix,2013.0,104.0,Comedies,,,,
"My Schoolmate, the Barbarian",Netflix,2001.0,90.0,Action & Adventure,,,,
My Scientology Movie,Netflix,2015.0,99.0,Documentaries,0.0,0.0,6.6,105.0
My Sister's Keeper,Netflix,2009.0,109.0,Dramas,30000000.0,95714875.0,7.1,614.0
My True Friend,Netflix,2012.0,108.0,Action & Adventure,,,,
My Week with Marilyn,Netflix,2011.0,99.0,Dramas,6400000.0,35057696.0,6.6,418.0
My Wife and My Wifey,Netflix,2014.0,99.0,Comedies,,,,
Mythily Veendum Varunnu,Netflix,2017.0,88.0,Horror Movies,,,,
Nacho Libre,Netflix,2006.0,92.0,Comedies,32000000.0,80197993.0,5.6,368.0
Naga The Eternal Yogi,Netflix,2016.0,73.0,Documentaries,,,,
Nails,Netflix,2017.0,85.0,Horror Movies,0.0,0.0,5.5,1.0
Naledi: A Baby Elephant's Tale,Netflix,2016.0,91.0,Documentaries,,,,
Namak Halaal,Netflix,1982.0,171.0,Action & Adventure,,,,
Namour,Netflix,2016.0,80.0,Dramas,,,,
Naruto Shippuden : Blood Prison,Netflix,2011.0,102.0,Action & Adventure,,,,
Natalia Valdebenito: Gritona,Netflix,2017.0,76.0,Stand-Up Comedy,,,,
National Bird,Netflix,2016.0,92.0,Documentaries,0.0,0.0,7.0,9.0
National Lampoon's Loaded Weapon 1,Netflix,1993.0,82.0,Action & Adventure,0.0,0.0,5.7,161.0
National Parks Adventure,Netflix,2016.0,42.0,Documentaries,,,,
National Treasure,Netflix,2004.0,131.0,Action & Adventure,100000000.0,347451894.0,6.4,1974.0
Natsamrat - Asa Nat Hone Nahi,Netflix,2016.0,165.0,Dramas,,,,
Natural Born Pranksters,Netflix,2016.0,91.0,Comedies,,,,
Natural Selection,Netflix,2015.0,101.0,Dramas,0.0,55282.0,6.0,8.0
Natural Selection,Netflix,2015.0,101.0,Dramas,0.0,0.0,5.7,33.0
Nature: Raising the Dinosaur Giant,Netflix,2016.0,53.0,Documentaries,,,,
Nazi Concentration Camps,Netflix,1945.0,59.0,Classic Movies,,,,
Neruda,Netflix,2016.0,108.0,Dramas,0.0,939101.0,6.1,58.0
Never Heard,Netflix,2018.0,89.0,Dramas,,,,
New York Minute,Netflix,2004.0,91.0,Children & Family Movies,0.0,0.0,5.6,191.0
Newtown,Netflix,2016.0,84.0,Documentaries,0.0,0.0,6.5,12.0
Next,Netflix,2007.0,96.0,Action & Adventure,70000000.0,76066841.0,5.9,880.0
Nibunan,Netflix,2017.0,124.0,Action & Adventure,,,,
Night Comes On,Netflix,2018.0,87.0,Dramas,,,,
Night Moves,Netflix,2013.0,113.0,Dramas,0.0,0.0,6.6,45.0
Night Moves,Netflix,2013.0,113.0,Dramas,0.0,0.0,5.8,110.0
Nightcrawler,Netflix,2014.0,118.0,Dramas,8500000.0,38697217.0,7.6,3475.0
Nights in Rodanthe,Netflix,2008.0,97.0,Dramas,0.0,84375061.0,5.9,160.0
No Entry,Netflix,2005.0,161.0,Comedies,0.0,0.0,7.0,11.0
No Estoy Loca,Netflix,2018.0,116.0,Comedies,,,,
No Reservations,Netflix,2007.0,104.0,Comedies,28000000.0,92601050.0,6.1,336.0
Norm of the North: Family Vacation,Netflix,2020.0,89.0,Children & Family Movies,,,,
Norm of the North: Keys to the Kingdom,Netflix,2019.0,92.0,Children & Family Movies,,,,
Norm of the North: King Sized Adventure,Netflix,2019.0,90.0,Children & Family Movies,,,,
Not Alone,Netflix,2017.0,50.0,Documentaries,,,,
NOVA: Bird Brain,Netflix,2017.0,53.0,Children & Family Movies,,,,
NOVA: Black Hole Apocalypse,Netflix,2018.0,113.0,Documentaries,,,,
NOVA: Building Chernobyl's MegaTomb,Netflix,2017.0,53.0,Documentaries,,,,
NOVA: Chinese Chariot Revealed,Netflix,2017.0,54.0,Documentaries,,,,
NOVA: Day the Dinosaurs Died,Netflix,2017.0,53.0,Documentaries,,,,
NOVA: Death Dive to Saturn,Netflix,2017.0,54.0,Documentaries,,,,
NOVA: Decoding the Weather Machine,Netflix,2018.0,113.0,Documentaries,,,,
NOVA: Eclipse Over America,Netflix,2017.0,53.0,Documentaries,,,,
NOVA: Extreme Animal Weapons,Netflix,2017.0,53.0,Documentaries,,,,
NOVA: First Face of America,Netflix,2018.0,53.0,Documentaries,,,,
NOVA: Holocaust Escape Tunnel,Netflix,2017.0,54.0,Documentaries,,,,
NOVA: Killer Floods,Netflix,2017.0,54.0,Documentaries,,,,
NOVA: Killer Hurricanes,Netflix,2017.0,52.0,Documentaries,,,,
NOVA: Killer Volcanoes,Netflix,2017.0,54.0,Documentaries,,,,
NOVA: Poisoned Water,Netflix,2017.0,54.0,Documentaries,,,,
NOVA: Prediction by the Numbers,Netflix,2018.0,53.0,Documentaries,,,,
NOVA: Secrets of the Shining Knight,Netflix,2017.0,53.0,Documentaries,,,,
NOVA: Thai Cave Rescue,Netflix,2018.0,53.0,Documentaries,,,,
NOVA: The Impossible Flight,Netflix,2018.0,113.0,Documentaries,,,,
Nova: Ultimate Mars Challenge,Netflix,2012.0,53.0,Movies,,,,
November Criminals,Netflix,2017.0,86.0,Dramas,,,,
Now and Then,Netflix,1995.0,102.0,Dramas,12000000.0,27400000.0,6.6,91.0
Now More Than Ever: The History of Chicago,Netflix,2016.0,114.0,Documentaries,,,,
Nowhere Boy,Netflix,2009.0,99.0,Dramas,0.0,0.0,7.2,250.0
Numbered,Netflix,2012.0,55.0,Documentaries,0.0,0.0,0.0,0.0
Numero Zero. The Roots of Italian Rap,Netflix,2015.0,91.0,Documentaries,,,,
Nymphomaniac: Volume 1,Netflix,2013.0,117.0,Dramas,,,,
Nymphomaniac: Volume II,Netflix,2013.0,124.0,Dramas,,,,
Oasis: Supersonic,Netflix,2016.0,122.0,Documentaries,,,,
Obvious Child,Netflix,2014.0,84.0,Comedies,0.0,3123963.0,6.7,190.0
Océans,Netflix,2009.0,84.0,Documentaries,,,,
Occupation,Netflix,2018.0,120.0,Action & Adventure,,,,
Ocean's Eleven,Netflix,1960.0,127.0,Action & Adventure,0.0,0.0,6.6,79.0
Ocean's Eleven,Netflix,1960.0,127.0,Action & Adventure,85000000.0,450717150.0,7.2,3857.0
Ocean's Thirteen,Netflix,2007.0,122.0,Action & Adventure,85000000.0,311312624.0,6.5,2040.0
Ocean's Twelve,Netflix,2004.0,125.0,Action & Adventure,110000000.0,362744280.0,6.4,2169.0
Off Course,Netflix,2015.0,107.0,Comedies,0.0,0.0,6.0,66.0
Officer Downe,Netflix,2016.0,91.0,Action & Adventure,0.0,0.0,4.6,20.0
Oh My Ghost 2,Netflix,2011.0,103.0,Comedies,,,,
Oh My Ghost 3,Netflix,2012.0,103.0,Comedies,,,,
Oh My Ghost 4,Netflix,2015.0,106.0,Comedies,,,,
Oklahoma City,Netflix,2017.0,102.0,Documentaries,0.0,0.0,6.4,11.0
Omar and Salma 3,Netflix,2012.0,97.0,Comedies,,,,
On the Wrong Track,Netflix,1983.0,89.0,Action & Adventure,,,,
On Yoga The Architecture of Peace,Netflix,2017.0,92.0,Documentaries,,,,
Onaatah,Netflix,2016.0,107.0,Dramas,,,,
Once In A Lifetime Sessions with Moby,Netflix,2018.0,86.0,Documentaries,,,,
Once In A Lifetime Sessions with Nile Rodgers,Netflix,2018.0,70.0,Documentaries,,,,
Once In A Lifetime Sessions with Noel Gallagher,Netflix,2018.0,66.0,Documentaries,,,,
Once In A Lifetime Sessions with TLC,Netflix,2018.0,72.0,Documentaries,,,,
Once Upon a Time in London,Netflix,2019.0,111.0,Dramas,,,,
Once Upon a Time in the West,Netflix,1968.0,166.0,Action & Adventure,5000000.0,5321508.0,8.1,1160.0
One Day,Netflix,2016.0,135.0,Dramas,15000000.0,59389433.0,7.0,1006.0
One Direction: This Is Us,Netflix,2013.0,92.0,Documentaries,10000000.0,0.0,8.0,209.0
One Heart: The A.R. Rahman Concert Film,Netflix,2017.0,87.0,Documentaries,,,,
One Last Thing,Netflix,2018.0,92.0,Dramas,,,,
One More Shot,Netflix,2017.0,89.0,Documentaries,,,,
One Night Stand,Netflix,2016.0,93.0,Dramas,24000000.0,2642983.0,5.7,24.0
Only God Forgives,Netflix,2013.0,90.0,Cult Movies,4800000.0,10337387.0,5.6,886.0
Only the Dead,Netflix,2015.0,76.0,Documentaries,,,,
Open Season,Netflix,2006.0,86.0,Children & Family Movies,0.0,0.0,0.0,0.0
Open Season,Netflix,2006.0,86.0,Children & Family Movies,85000000.0,197309027.0,6.1,676.0
Operation Chromite,Netflix,2016.0,111.0,Action & Adventure,0.0,0.0,5.5,32.0
Operation Mekong,Netflix,2016.0,124.0,Action & Adventure,0.0,173000000.0,6.8,30.0
Operation Odessa,Netflix,2018.0,93.0,Documentaries,,,,
Operation Red Sea,Netflix,2018.0,139.0,Action & Adventure,,,,
Operator,Netflix,2016.0,91.0,Comedies,0.0,0.0,5.2,21.0
Operator,Netflix,2016.0,91.0,Comedies,0.0,0.0,6.3,29.0
Opium and the Kung Fu Master,Netflix,1984.0,86.0,Action & Adventure,,,,
Oru Vishsheshapetta Biryani Kissa,Netflix,2017.0,122.0,Comedies,,,,
OtherLife,Netflix,2017.0,96.0,Dramas,,,,
Ottaal,Netflix,2014.0,88.0,Dramas,,,,
Our Godfather,Netflix,2019.0,93.0,Documentaries,,,,
Our House,Netflix,2018.0,90.0,Horror Movies,,,,
Our Shining Days,Netflix,2017.0,103.0,Comedies,,,,
Outlawed,Netflix,2018.0,102.0,Action & Adventure,,,,
P,Netflix,2006.0,105.0,Horror Movies,0.0,0.0,5.2,13.0
P Se PM Tak,Netflix,2015.0,117.0,Comedies,,,,
P.S. I Love You,Netflix,2007.0,126.0,Dramas,30000000.0,156835339.0,7.0,1011.0
Paathi,Netflix,2017.0,89.0,Dramas,,,,
Pablo Escobar: Angel or Demon?,Netflix,2007.0,82.0,Documentaries,,,,
Pahuyut Fighting Beat,Netflix,2007.0,82.0,Action & Adventure,,,,
Paid in Full,Netflix,2002.0,98.0,Action & Adventure,0.0,3090862.0,6.4,58.0
Paid in Full,Netflix,2002.0,98.0,Action & Adventure,0.0,0.0,5.0,1.0
Paint It Black,Netflix,2016.0,96.0,Dramas,,,,
Painted Faces,Netflix,1988.0,108.0,Dramas,,,,
Palio,Netflix,2015.0,91.0,Documentaries,0.0,0.0,7.9,9.0
Palm Trees in the Snow,Netflix,2015.0,163.0,Dramas,10000000.0,0.0,7.3,119.0
Panic Room,Netflix,2002.0,112.0,Thrillers,48000000.0,196397415.0,6.6,1303.0
Papa the Great,Netflix,2000.0,137.0,Comedies,,,,
Paper Year,Netflix,2018.0,89.0,Dramas,,,,
Paranormal Activity,Netflix,2007.0,86.0,Horror Movies,15000.0,193355800.0,5.9,1351.0
Pardes,Netflix,1997.0,187.0,Dramas,0.0,0.0,6.3,18.0
Pareeth Pandaari,Netflix,2017.0,109.0,Dramas,,,,
Paris Is Burning,Netflix,1990.0,77.0,Classic Movies,500000.0,3779620.0,8.2,67.0
Passenger 57,Netflix,1992.0,84.0,Action & Adventure,15000000.0,44065653.0,5.6,264.0
Patiala House,Netflix,2011.0,140.0,Dramas,,,,
Patient Seventeen,Netflix,2017.0,68.0,Documentaries,,,,
Patriot Games,Netflix,1992.0,117.0,Action & Adventure,45000000.0,178051587.0,6.4,440.0
Patron Mutlu Son Istiyor,Netflix,2014.0,105.0,Comedies,,,,
Paul Blart: Mall Cop,Netflix,2009.0,91.0,Action & Adventure,26000000.0,183293131.0,5.2,807.0
Paulettante Veedu,Netflix,2016.0,104.0,Dramas,,,,
Paying Guests,Netflix,2009.0,114.0,Comedies,,,,
Pee Mak,Netflix,2013.0,112.0,Comedies,,,,
Pee-wee's Playhouse: Christmas Special,Netflix,1988.0,48.0,Movies,,,,
Pekak,Netflix,2016.0,95.0,Dramas,,,,
Penelope,Netflix,2006.0,89.0,Children & Family Movies,4000000.0,0.0,6.8,4.0
Penelope,Netflix,2006.0,89.0,Children & Family Movies,15000000.0,0.0,6.5,409.0
People You May Know,Netflix,2016.0,108.0,Dramas,0.0,0.0,5.3,3.0
Perfect Bid: The Contestant Who Knew Too Much,Netflix,2017.0,72.0,Documentaries,,,,
Perfect Stranger,Netflix,2007.0,109.0,Thrillers,60795000.0,73090611.0,5.4,242.0
Personal Shopper,Netflix,2016.0,105.0,Dramas,6000000.0,1305195.0,5.8,239.0
Peter and the Farm,Netflix,2016.0,92.0,Documentaries,0.0,0.0,7.8,4.0
Peter Rabbit,Netflix,2018.0,95.0,Children & Family Movies,,,,
Phamous,Netflix,2018.0,108.0,Dramas,,,,
Phantom Boy,Netflix,2015.0,85.0,Action & Adventure,0.0,0.0,7.4,9.0
Philadelphia,Netflix,1993.0,126.0,Classic Movies,26000000.0,206678440.0,7.6,1019.0
Phir Se,Netflix,2015.0,118.0,International Movies,,,,
Phobia 2,Netflix,2009.0,125.0,Horror Movies,0.0,0.0,6.2,24.0
Phone Swap,Netflix,2012.0,112.0,Comedies,,,,
Phullu,Netflix,2017.0,96.0,Dramas,,,,
Pick of the Litter,Netflix,2018.0,81.0,Children & Family Movies,,,,
Pierre Jackson,Netflix,2018.0,81.0,Romantic Movies,,,,
Pimpal,Netflix,2017.0,92.0,Dramas,,,,
Pitaah,Netflix,2002.0,127.0,Dramas,,,,
"Pizza, birra, faso",Netflix,1998.0,81.0,Dramas,,,,
"Plaire, aimer et courir vite",Netflix,2018.0,133.0,Dramas,,,,
Planet Hulk,Netflix,2010.0,81.0,Action & Adventure,0.0,7000000.0,6.7,108.0
Planetarium,Netflix,2016.0,108.0,Dramas,0.0,0.0,4.7,42.0
Platoon,Netflix,1986.0,120.0,Action & Adventure,6000000.0,138530565.0,7.5,1236.0
Playing for Time,Netflix,1980.0,149.0,Dramas,0.0,0.0,7.1,8.0
Playing Hard,Netflix,2018.0,92.0,Documentaries,,,,
Pope Francis: A Man of His Word,Netflix,2018.0,96.0,Documentaries,,,,
Popeye,Netflix,1980.0,114.0,Action & Adventure,20000000.0,0.0,5.3,157.0
Porto,Netflix,2016.0,77.0,Dramas,0.0,0.0,7.8,5.0
Postcards from London,Netflix,2018.0,90.0,Dramas,,,,
"Power Rangers Samurai: Christmas Together, Friends Forever (Christmas Special)",Netflix,2011.0,24.0,Movies,,,,
Power Rangers Samurai: Clash of the Red Rangers,Netflix,2011.0,46.0,Children & Family Movies,,,,
Power Rangers Samurai: Party Monsters (Halloween Special),Netflix,2011.0,24.0,Movies,,,,
Power Rangers Super Megaforce: The Legendary Battle (Extended),Netflix,2014.0,55.0,Movies,,,,
Power Rangers Super Samurai: Stuck on Christmas,Netflix,2012.0,24.0,Children & Family Movies,,,,
Power Rangers Super Samurai: Trickster Treat,Netflix,2012.0,23.0,Movies,,,,
Power Rangers: Megaforce: Raising Spirits,Netflix,2013.0,24.0,Children & Family Movies,,,,
Power Rangers: Megaforce: The Robo Knight Before Christmas,Netflix,2013.0,24.0,Children & Family Movies,,,,
Prague,Netflix,2013.0,106.0,Dramas,0.0,0.0,6.7,15.0
Prelude to War,Netflix,1942.0,52.0,Classic Movies,,,,
Premachi Goshta,Netflix,2013.0,127.0,International Movies,0.0,0.0,0.0,0.0
Prescription Thugs,Netflix,2015.0,86.0,Documentaries,0.0,0.0,6.6,16.0
Primal Fear,Netflix,1996.0,131.0,Dramas,30000000.0,102616183.0,7.4,644.0
Prince Charming,Netflix,1984.0,93.0,Comedies,,,,
Princess Cyd,Netflix,2017.0,97.0,Dramas,,,,
Professor Mack,Netflix,2018.0,84.0,Comedies,,,,
Prosecuting Evil: The Extraordinary World of Ben Ferencz,Netflix,2019.0,83.0,Documentaries,,,,
Pukar,Netflix,2000.0,165.0,Action & Adventure,0.0,0.0,6.0,4.0
Pulp Fiction,Netflix,1994.0,154.0,Classic Movies,8000000.0,213928762.0,8.3,8670.0
Punjab 1984,Netflix,2014.0,158.0,Dramas,,,,
Pusher,Netflix,2012.0,89.0,Action & Adventure,0.0,0.0,6.8,162.0
Pusher,Netflix,2012.0,89.0,Action & Adventure,0.0,0.0,5.3,38.0
Pyaar Ka Punchnama,Netflix,2011.0,149.0,Comedies,0.0,0.0,7.5,20.0
Q Ball,Netflix,2019.0,96.0,Documentaries,,,,
Quantum of Solace,Netflix,2008.0,106.0,Action & Adventure,200000000.0,586090727.0,6.1,3015.0
Queen of the Desert,Netflix,2015.0,128.0,Dramas,15000000.0,0.0,6.1,61.0
R.L. Stine's Mostly Ghostly,Netflix,2008.0,98.0,Children & Family Movies,,,,
Race to Witch Mountain,Netflix,2009.0,99.0,Children & Family Movies,50000000.0,106303988.0,5.4,520.0
Rachel Getting Married,Netflix,2008.0,113.0,Dramas,0.0,0.0,6.1,165.0
Radical: the Controversial Saga of Dada Figueiredo,Netflix,2013.0,71.0,Documentaries,,,,
Radiopetti,Netflix,2015.0,83.0,Dramas,,,,
Raging Bull,Netflix,1980.0,129.0,Classic Movies,18000000.0,23000000.0,7.7,968.0
Rahasya,Netflix,2015.0,117.0,Dramas,,,,
Raiders!: The Story of the Greatest Fan Film Ever Made,Netflix,2015.0,93.0,Documentaries,0.0,0.0,7.6,16.0
Railroad Tigers,Netflix,2016.0,124.0,Action & Adventure,50000000.0,102205175.0,6.2,22.0
Raja Hindustani,Netflix,1996.0,177.0,Dramas,0.0,0.0,6.1,10.0
Rajnigandha,Netflix,1974.0,104.0,Comedies,,,,
Ralph Breaks the Internet: Wreck-It Ralph 2,Netflix,2018.0,113.0,Children & Family Movies,,,,
Ram Teri Ganga Maili,Netflix,1985.0,178.0,Classic Movies,,,,
Ramen Shop,Netflix,2018.0,90.0,Dramas,,,,
Ramji Londonwaley,Netflix,2005.0,154.0,Comedies,,,,
Rampant,Netflix,2018.0,122.0,Action & Adventure,,,,
Ranbhool,Netflix,2010.0,115.0,Horror Movies,,,,
Rangreza,Netflix,2017.0,126.0,Dramas,,,,
Rats,Netflix,2016.0,88.0,Documentaries,,,,
Reaction,Netflix,2011.0,99.0,Dramas,,,,
Ready,Netflix,2011.0,144.0,Comedies,,,,
Rebel Without a Cause,Netflix,1955.0,111.0,Classic Movies,1500000.0,0.0,7.6,351.0
Recall,Netflix,2018.0,73.0,Dramas,,,,
Red Christmas,Netflix,2016.0,81.0,Horror Movies,,,,
Red Dawn,Netflix,1984.0,114.0,Action & Adventure,4200000.0,38376497.0,6.4,217.0
Red Dawn,Netflix,1984.0,114.0,Action & Adventure,65000000.0,44806783.0,5.3,573.0
Red Oleanders Raktokarobi,Netflix,2017.0,112.0,Dramas,,,,
Red Trees,Netflix,2017.0,80.0,Documentaries,,,,
Refugee,Netflix,2016.0,24.0,Documentaries,0.0,0.0,5.5,5.0
Regatta,Netflix,2015.0,100.0,Action & Adventure,,,,
Reincarnated,Netflix,2012.0,96.0,Documentaries,0.0,0.0,6.3,32.0
Rembat,Netflix,2015.0,88.0,Action & Adventure,,,,
Remember,Netflix,2015.0,95.0,Action & Adventure,0.0,1986615.0,7.4,173.0
Remember Me,Netflix,2010.0,112.0,Dramas,16000000.0,56032889.0,6.9,980.0
Rememory,Netflix,2017.0,112.0,Dramas,,,,
