title,platform,release_year,runtime,genre,budget,revenue,vote_average,vote_count
Sin Nombre,Theater,2009.0,96.0,Drama,0.0,5101756.0,7.3,139.0
The Life and Times of Allen Ginsberg,Theater,2008.0,0.0,Documentary,0.0,0.0,0.0,0.0
Happy Campers,Theater,2001.0,94.0,Comedy,15000000.0,0.0,5.4,10.0
Black Magic,Theater,1944.0,67.0,Comedy,0.0,0.0,8.2,3.0
Black Magic,Theater,1949.0,105.0,Drama,0.0,0.0,6.1,7.0
Black Magic,Theater,1977.0,0.0,Horror,0.0,0.0,0.0,0.0
Black Magic,Theater,1975.0,93.0,Horror,0.0,0.0,5.7,8.0
Lymelife,Theater,2008.0,95.0,Comedy,1500000.0,0.0,6.4,43.0
The Great Buck Howard,Theater,2008.0,87.0,Comedy,0.0,900689.0,6.0,86.0
Cherry Blossoms,Theater,2008.0,127.0,Drama,0.0,0.0,7.5,29.0
Riders of Destiny,Theater,1933.0,53.0,Action,0.0,0.0,4.3,7.0
Flatfoot in Egypt,Theater,1980.0,104.0,Action,0.0,0.0,6.2,33.0
XIII,Theater,2008.0,173.0,Action,21000000.0,0.0,5.9,43.0
Knights of Bloodsteel,Theater,2009.0,177.0,Adventure,0.0,0.0,4.6,5.0
Red Cliff Part II,Theater,2009.0,136.0,War,80000000.0,121059225.0,7.1,110.0
Täynnä tarmoa,Theater,2009.0,0.0,,0.0,0.0,8.0,1.0
Love Sick,Theater,2006.0,86.0,Drama,0.0,0.0,6.9,16.0
The Girl from Monaco,Theater,2008.0,95.0,Comedy,0.0,0.0,4.9,25.0
Black Ice,Theater,2007.0,107.0,Thriller,0.0,0.0,5.4,10.0
Black Ice,Theater,1994.0,3.0,,0.0,0.0,6.6,10.0
Wild Things: Diamonds in the Rough,Theater,2005.0,87.0,Crime,0.0,0.0,4.3,29.0
Człowiek z M-3,Theater,1969.0,,Comedy,0.0,0.0,7.0,1.0
I Hate Mondays,Theater,1971.0,98.0,Comedy,0.0,0.0,7.7,7.0
S. Darko,Theater,2009.0,103.0,Thriller,4000000.0,4100000.0,3.6,124.0
Sagebrush Trail,Theater,1933.0,54.0,Drama,0.0,0.0,4.2,10.0
Stanley Kubrick: A Life in Pictures,Theater,2001.0,141.0,Documentary,0.0,0.0,7.2,44.0
A Lady Takes a Chance,Theater,1943.0,86.0,Western,0.0,0.0,7.5,3.0
Wyjście awaryjne,Theater,1982.0,0.0,Comedy,0.0,0.0,0.0,0.0
Shuttle,Theater,2008.0,107.0,Crime,0.0,0.0,5.7,19.0
Crossing Over,Theater,2009.0,113.0,Crime,25000000.0,1037335.0,6.2,95.0
"Kids in the Hall: Same Guys, New Dresses",Theater,2001.0,93.0,Documentary,0.0,0.0,0.0,0.0
Django the Bastard,Theater,1969.0,107.0,Action,0.0,0.0,4.4,7.0
The Man from Monterey,Theater,1933.0,57.0,Action,0.0,0.0,5.3,4.0
Horrorvision,Theater,2001.0,85.0,,0.0,0.0,3.5,3.0
Daylight Robbery,Theater,2008.0,90.0,Crime,0.0,0.0,5.3,13.0
Scorpio,Theater,1973.0,114.0,Action,0.0,0.0,6.0,19.0
Balls Out: The Gary Houseman Story,Theater,2009.0,87.0,Comedy,0.0,0.0,5.4,36.0
Outrage,Theater,2009.0,90.0,Documentary,0.0,0.0,7.4,7.0
Outrage,Theater,2003.0,94.0,Drama,0.0,0.0,5.0,2.0
Outrage,Theater,2010.0,109.0,Action,0.0,0.0,6.7,92.0
Outrage,Theater,1973.0,74.0,TV Movie,0.0,0.0,5.2,3.0
Outrage,Theater,1950.0,75.0,Drama,0.0,0.0,6.5,6.0
The Seduction of Joe Tynan,Theater,1979.0,108.0,Drama,0.0,0.0,7.0,5.0
Man in the Middle,Theater,1963.0,93.0,War,0.0,0.0,6.6,5.0
More Dead Than Alive,Theater,1969.0,101.0,Western,0.0,0.0,5.9,6.0
Powder Blue,Theater,2009.0,108.0,Drama,0.0,0.0,6.3,69.0
The Devil Is a Woman,Theater,1935.0,76.0,Comedy,0.0,0.0,6.2,11.0
Fanboys,Theater,2009.0,90.0,Adventure,0.0,948753.0,6.1,320.0
Folks!,Theater,1992.0,107.0,Comedy,0.0,6132924.0,6.1,10.0
Breaking the Rules,Theater,1992.0,100.0,,0.0,0.0,5.4,4.0
Live!,Theater,2007.0,96.0,Thriller,0.0,0.0,5.7,48.0
The Merry Gentleman,Theater,2008.0,110.0,Drama,0.0,0.0,6.8,10.0
The Murder of Fred Hampton,Theater,1971.0,88.0,Documentary,0.0,0.0,7.5,2.0
Incendiary,Theater,2008.0,113.0,Drama,10000000.0,0.0,5.3,55.0
Love Songs,Theater,2007.0,100.0,Drama,0.0,0.0,7.0,61.0
Management,Theater,2009.0,94.0,Comedy,0.0,2434658.0,5.5,102.0
Night at the Museum: Battle of the Smithsonian,Theater,2009.0,105.0,Adventure,150000000.0,413106170.0,5.9,2026.0
Ghosts of Cité Soleil,Theater,2006.0,85.0,Documentary,0.0,0.0,5.0,1.0
How to Cook Your Life,Theater,2007.0,93.0,Documentary,0.0,0.0,5.0,1.0
Were The World Mine,Theater,2008.0,95.0,Music,0.0,119563.0,6.1,25.0
Every Little Step,Theater,2009.0,96.0,Documentary,0.0,0.0,5.8,5.0
Lesbian Vampire Killers,Theater,2009.0,86.0,Horror,0.0,0.0,5.3,126.0
The Brothers Bloom,Theater,2008.0,114.0,Adventure,20000000.0,5530764.0,6.8,206.0
Man in the Saddle,Theater,1951.0,87.0,Western,0.0,0.0,5.6,4.0
Vincere,Theater,2009.0,128.0,Drama,0.0,0.0,6.4,29.0
A Cure for Love,Theater,1966.0,95.0,Comedy,0.0,0.0,0.0,0.0
Our Folks,Theater,1967.0,81.0,Comedy,0.0,0.0,7.6,16.0
Paisan,Theater,1946.0,125.0,History,0.0,0.0,7.6,44.0
"Jeanne Dielman, 23, Quai du Commerce 1080 Bruxelles",Theater,1975.0,201.0,Drama,0.0,0.0,7.3,31.0
Shall We Kiss?,Theater,2007.0,100.0,Drama,0.0,0.0,6.6,15.0
I Do,Theater,2006.0,90.0,Comedy,0.0,0.0,6.4,80.0
I Do,Theater,2013.0,91.0,Drama,0.0,0.0,5.0,5.0
Hi Diddle Diddle,Theater,1943.0,72.0,Comedy,0.0,0.0,8.3,3.0
Rhinoceros,Theater,1974.0,104.0,Comedy,0.0,0.0,7.5,2.0
Rhinoceros,Theater,1964.0,10.0,Comedy,0.0,0.0,5.5,2.0
The Man With Bogart's Face,Theater,1980.0,106.0,Comedy,0.0,0.0,6.0,2.0
Chop Shop,Theater,2007.0,84.0,Drama,0.0,0.0,7.2,23.0
Caliber 9,Theater,1972.0,100.0,Action,0.0,0.0,7.5,26.0
Suzanne's Career,Theater,1963.0,54.0,Romance,0.0,0.0,5.4,9.0
Moontide,Theater,1942.0,94.0,Drama,0.0,0.0,5.4,8.0
Catacombs,Theater,2007.0,92.0,Horror,0.0,0.0,4.5,49.0
Catacombs,Theater,1988.0,84.0,Horror,0.0,0.0,4.4,7.0
The Soloist,Theater,2009.0,109.0,Drama,60000000.0,31720158.0,6.6,237.0
Anioł w Krakowie,Theater,2002.0,0.0,Comedy,0.0,0.0,9.0,2.0
Neon Genesis Evangelion: Death and Rebirth,Theater,1997.0,101.0,Mystery,0.0,0.0,7.4,54.0
Drag Me to Hell,Theater,2009.0,99.0,Horror,30000000.0,90810892.0,6.2,995.0
Up,Theater,2009.0,96.0,Animation,175000000.0,735099082.0,7.8,7048.0
Late Autumn,Theater,1960.0,128.0,Drama,0.0,0.0,7.7,15.0
Late Autumn,Theater,2010.0,113.0,Drama,6200000.0,4820000.0,6.9,22.0
Fullmetal Alchemist the Movie: Conqueror of Shamballa,Theater,2005.0,105.0,Action,0.0,0.0,7.0,74.0
Dance Flick,Theater,2009.0,83.0,Action,0.0,0.0,4.7,73.0
Summer Hours,Theater,2008.0,100.0,Comedy,0.0,0.0,6.8,34.0
Show People,Theater,1928.0,83.0,Comedy,0.0,0.0,6.8,8.0
Two English Girls,Theater,1971.0,130.0,Romance,0.0,0.0,6.7,24.0
Female,Theater,1933.0,60.0,Drama,0.0,0.0,6.2,6.0
Female,Theater,2005.0,118.0,Drama,0.0,0.0,5.7,3.0
Firecreek,Theater,1968.0,104.0,Western,0.0,0.0,5.5,16.0
OSS 117: Lost in Rio,Theater,2009.0,100.0,Crime,31165200.0,0.0,7.0,306.0
The Flame of New Orleans,Theater,1941.0,79.0,Comedy,0.0,0.0,4.8,4.0
Flash Gordon: Trip to Mars,Theater,1938.0,229.0,Adventure,0.0,0.0,4.3,2.0
Personal Effects,Theater,2009.0,110.0,Drama,0.0,0.0,5.8,37.0
Fired Up!,Theater,2009.0,90.0,Comedy,20000000.0,18599102.0,6.0,194.0
Trojan War,Theater,1997.0,85.0,Comedy,15000000.0,0.0,5.4,25.0
The War Game,Theater,1965.0,48.0,Science Fiction,0.0,0.0,7.8,32.0
Without a Paddle: Nature's Calling,Theater,2009.0,96.0,Action,6300000.0,0.0,5.1,18.0
Graduation,Theater,2007.0,89.0,Action,0.0,0.0,5.7,16.0
Graduation,Theater,2016.0,127.0,Drama,2000000.0,343617.0,6.7,54.0
In the Electric Mist,Theater,2009.0,117.0,Thriller,0.0,0.0,6.0,112.0
The Hangover,Theater,2009.0,100.0,Comedy,35000000.0,459270619.0,7.2,6324.0
Killshot,Theater,2008.0,95.0,Crime,0.0,2960993.0,5.9,80.0
Antichrist,Theater,2009.0,108.0,Drama,11000000.0,791867.0,6.4,687.0
Sweeney Todd,Theater,2006.0,90.0,Drama,0.0,0.0,6.3,39.0
Pete Kelly's Blues,Theater,1955.0,95.0,Drama,0.0,0.0,6.4,5.0
Jimmy and Judy,Theater,2006.0,99.0,Action,0.0,0.0,5.4,8.0
A Song Is Born,Theater,1948.0,113.0,Action,0.0,0.0,6.4,10.0
Many Rivers to Cross,Theater,1955.0,95.0,Action,0.0,0.0,6.0,2.0
Ricky Rapper,Theater,2008.0,79.0,Comedy,0.0,0.0,6.3,2.0
Show,Theater,2003.0,,Comedy,0.0,0.0,6.3,2.0
Boy Eats Girl,Theater,2005.0,80.0,Fantasy,0.0,0.0,5.4,19.0
"Ranma ½: The Movie 1, Big Trouble in Nekonron, China",Theater,1991.0,74.0,,0.0,0.0,5.3,5.0
The Man From Utah,Theater,1934.0,55.0,Action,0.0,0.0,4.1,8.0
The Wing or the Thigh,Theater,1976.0,104.0,Comedy,0.0,0.0,6.8,115.0
Perched on a Tree,Theater,1971.0,90.0,Comedy,0.0,0.0,5.0,21.0
Marius and Jeannette,Theater,1997.0,0.0,Drama,0.0,0.0,5.9,7.0
Ernest Rides Again,Theater,1993.0,94.0,Comedy,0.0,0.0,4.5,4.0
U Pana Boga za piecem,Theater,1998.0,100.0,Comedy,0.0,0.0,6.8,2.0
Blind Husbands,Theater,1919.0,99.0,Romance,42.0,0.0,6.0,3.0
Berlin Alexanderplatz,Theater,1980.0,931.0,Drama,0.0,0.0,8.4,5.0
Before The Rains,Theater,2007.0,98.0,Drama,0.0,0.0,5.0,3.0
Special,Theater,2006.0,81.0,Drama,1000000.0,7202.0,6.6,32.0
New in Town,Theater,2009.0,97.0,Comedy,8000000.0,29010817.0,5.2,99.0
Salaam Namaste,Theater,2005.0,158.0,Drama,2500000.0,0.0,5.7,21.0
Dead Snow,Theater,2009.0,91.0,Horror,800000.0,1984662.0,6.1,313.0
Land of the Lost,Theater,2009.0,102.0,Adventure,100000000.0,68688831.0,5.4,387.0
The Clique,Theater,2008.0,87.0,Comedy,0.0,0.0,5.2,35.0
A Free Soul,Theater,1931.0,93.0,Crime,0.0,0.0,4.7,3.0
Momma's Man,Theater,2008.0,94.0,Drama,0.0,0.0,6.5,2.0
The Taking of Pelham 1 2 3,Theater,2009.0,106.0,Thriller,100000000.0,150166126.0,6.2,971.0
Hana and Alice,Theater,2004.0,135.0,Drama,0.0,0.0,6.9,25.0
Flame & Citron,Theater,2008.0,130.0,Crime,6500000.0,0.0,6.8,68.0
In Therapy,Theater,2009.0,90.0,Comedy,0.0,0.0,5.6,7.0
Jekyll + Hyde,Theater,2006.0,97.0,Horror,0.0,0.0,4.8,9.0
Went the Day Well?,Theater,1942.0,88.0,Thriller,0.0,0.0,7.1,11.0
Zulu Dawn,Theater,1979.0,117.0,Adventure,0.0,0.0,5.6,35.0
American Violet,Theater,2008.0,103.0,Drama,0.0,0.0,7.2,9.0
Suspect X,Theater,2008.0,128.0,Crime,0.0,0.0,7.4,31.0
Spiritual Kung Fu,Theater,1978.0,94.0,Action,0.0,0.0,6.3,11.0
Big Man Japan,Theater,2007.0,113.0,Action,0.0,0.0,5.3,23.0
Wrestling Ernest Hemingway,Theater,1993.0,123.0,Drama,0.0,278720.0,5.7,7.0
The Hitman,Theater,1991.0,95.0,Action,0.0,4654288.0,5.3,26.0
Goodbye Again,Theater,1961.0,120.0,Drama,0.0,0.0,4.6,7.0
The Stoning of Soraya M.,Theater,2008.0,114.0,Crime,0.0,0.0,8.0,63.0
The Proposal,Theater,2009.0,108.0,Comedy,40000000.0,317375031.0,6.7,1858.0
The Crawling Hand,Theater,1963.0,89.0,Horror,100000.0,0.0,2.4,7.0
Home from the Hill,Theater,1960.0,150.0,Drama,0.0,0.0,3.8,8.0
Small Town Gay Bar,Theater,2007.0,76.0,Documentary,0.0,0.0,5.7,7.0
Year One,Theater,2009.0,97.0,Comedy,60000000.0,62357900.0,4.6,538.0
O'Horten,Theater,2007.0,90.0,Drama,0.0,0.0,6.1,14.0
Pekka ja Pätkä neekereinä,Theater,1960.0,0.0,,0.0,0.0,0.0,0.0
5 Against the House,Theater,1955.0,84.0,Drama,0.0,0.0,5.3,6.0
Three on a Couch,Theater,1966.0,109.0,Comedy,0.0,0.0,5.0,4.0
Promise Me This,Theater,2007.0,127.0,Romance,0.0,0.0,6.4,17.0
Mindwarp,Theater,1992.0,91.0,Horror,1000000.0,0.0,5.5,20.0
The Land That Time Forgot,Theater,1975.0,90.0,Adventure,1500000.0,0.0,5.7,37.0
Primary,Theater,1960.0,60.0,Documentary,0.0,0.0,7.0,6.0
Angels of the Universe,Theater,2000.0,100.0,Drama,0.0,0.0,6.9,11.0
The Alibi,Theater,2006.0,90.0,Romance,0.0,0.0,5.7,30.0
Dutchman,Theater,1967.0,55.0,Drama,0.0,0.0,4.3,2.0
The Hurt Locker,Theater,2008.0,131.0,Drama,15000000.0,42000000.0,7.2,1881.0
The Executioner,Theater,1963.0,87.0,Comedy,0.0,0.0,7.5,18.0
The Executioner,Theater,1970.0,107.0,Thriller,0.0,0.0,7.0,2.0
Air Hawks,Theater,1935.0,68.0,Action,0.0,0.0,6.0,1.0
Anna Lucasta,Theater,1958.0,97.0,Drama,0.0,0.0,5.0,2.0
How I Unleashed World War II Part III: Among Friends,Theater,1970.0,73.0,Foreign,0.0,0.0,7.0,3.0
Tu£sday,Theater,2008.0,79.0,Crime,0.0,0.0,8.0,1.0
Breakfast with Scot,Theater,2007.0,95.0,Comedy,0.0,0.0,5.9,13.0
La Ronde,Theater,1950.0,110.0,Drama,0.0,0.0,7.5,19.0
Brunet wieczorową porą,Theater,1976.0,90.0,Comedy,0.0,0.0,6.3,3.0
Going Berserk,Theater,1983.0,85.0,Comedy,0.0,0.0,5.4,5.0
Luther the Geek,Theater,1990.0,80.0,Horror,0.0,0.0,6.5,4.0
Les vampires,Theater,1915.0,399.0,Crime,0.0,0.0,6.8,16.0
The Limits of Control,Theater,2009.0,116.0,Crime,0.0,0.0,6.4,68.0
Pornorama,Theater,2007.0,94.0,Comedy,0.0,0.0,6.3,11.0
Heavy Metal in Baghdad,Theater,2007.0,84.0,Documentary,0.0,0.0,6.1,7.0
Raiders of the Lost Ark - The Adaptation,Theater,1989.0,100.0,Action,5000.0,0.0,6.3,6.0
Transformers: Revenge of the Fallen,Theater,2009.0,150.0,Science Fiction,150000000.0,836297228.0,6.0,3192.0
K2,Theater,1991.0,102.0,Thriller,0.0,3106559.0,5.7,46.0
Dabbe,Theater,2006.0,108.0,Horror,500000.0,0.0,3.3,3.0
Tulpan,Theater,2009.0,100.0,Drama,0.0,0.0,5.6,14.0
The File on Thelma Jordon,Theater,1950.0,100.0,Crime,0.0,0.0,6.3,8.0
Jet Pilot,Theater,1957.0,112.0,Action,9000000.0,0.0,5.2,15.0
Phoebe in Wonderland,Theater,2008.0,96.0,Drama,0.0,0.0,7.0,45.0
Whatever Works,Theater,2009.0,92.0,Comedy,15000000.0,35097815.0,6.8,365.0
Ghosts of Girlfriends Past,Theater,2009.0,100.0,Fantasy,0.0,102223269.0,5.6,716.0
Holly,Theater,2006.0,114.0,Drama,0.0,0.0,6.9,4.0
Hustle,Theater,1975.0,120.0,Action,0.0,0.0,6.4,6.0
Houdini,Theater,1953.0,106.0,Drama,0.0,0.0,6.6,21.0
Houdini,Theater,2014.0,210.0,TV Movie,0.0,0.0,7.1,77.0
Public Enemies,Theater,2009.0,140.0,History,80000000.0,214104620.0,6.5,1371.0
Public Enemies,Theater,2012.0,177.0,Drama,0.0,0.0,0.0,0.0
Public Enemies,Theater,1996.0,95.0,Drama,0.0,0.0,2.5,2.0
Ice Age: Dawn of the Dinosaurs,Theater,2009.0,94.0,Animation,90000000.0,886686817.0,6.5,2330.0
120,Theater,2008.0,114.0,History,0.0,0.0,7.5,2.0
Prison Break: The Final Break,Theater,2009.0,89.0,Action,0.0,0.0,7.5,174.0
Final Approach,Theater,1991.0,100.0,Action,0.0,0.0,5.7,6.0
The Mob,Theater,1951.0,87.0,Crime,0.0,0.0,6.0,10.0
Daisy Kenyon,Theater,1947.0,99.0,Drama,0.0,0.0,6.4,9.0
Is It College Yet?,Theater,2002.0,90.0,Animation,0.0,0.0,7.4,26.0
Irena do domu!,Theater,1955.0,90.0,Comedy,0.0,0.0,0.0,0.0
The Journey to Melonia,Theater,1989.0,101.0,Animation,0.0,0.0,6.8,8.0
Love Streams,Theater,1984.0,141.0,Comedy,0.0,0.0,7.4,26.0
Blue Week,Theater,1954.0,70.0,Drama,0.0,0.0,6.0,3.0
Night Of The Living Dead 3D,Theater,2007.0,80.0,Horror,3000000.0,1449945.0,4.0,12.0
Mumia Abu-Jamal: A Case for Reasonable Doubt?,Theater,1998.0,74.0,Documentary,0.0,0.0,0.0,0.0
Off the Charts: The Song-Poem Story,Theater,2003.0,58.0,Documentary,150000.0,0.0,0.0,0.0
Kambakkht Ishq,Theater,2009.0,142.0,Romance,16000000.0,0.0,4.3,15.0
Hood of Horror,Theater,2006.0,84.0,Action,5000000.0,25900.0,4.2,18.0
The Dirt Bike Kid,Theater,1985.0,90.0,Comedy,0.0,0.0,5.3,8.0
Kandukondain Kandukondain,Theater,2000.0,157.0,Drama,500000.0,500000.0,6.4,7.0
Lady Death,Theater,2004.0,80.0,Fantasy,0.0,0.0,5.8,8.0
Blonde Crazy,Theater,1931.0,79.0,Comedy,0.0,0.0,5.9,9.0
Tales of the Black Freighter,Theater,2009.0,26.0,Animation,0.0,0.0,7.0,45.0
"Ranma ½: Nihao, My Concubine",Theater,1992.0,63.0,Action,0.0,0.0,5.8,5.0
Pittsburgh,Theater,1942.0,91.0,Drama,0.0,0.0,5.3,6.0
The Lucky Texan,Theater,1934.0,61.0,Action,0.0,0.0,3.9,9.0
(500) Days of Summer,Theater,2009.0,95.0,Comedy,7500000.0,60722734.0,7.2,2993.0
Through the Olive Trees,Theater,1994.0,103.0,Drama,0.0,0.0,7.4,20.0
News from a Personal War,Theater,1999.0,57.0,Documentary,0.0,0.0,6.5,5.0
7th Heaven,Theater,1927.0,110.0,War,0.0,0.0,6.9,22.0
Brüno,Theater,2009.0,83.0,Comedy,42000000.0,0.0,5.4,528.0
The Boys: The Sherman Brothers' Story,Theater,2009.0,101.0,Documentary,0.0,0.0,7.8,5.0
1939: Hollywood's Greatest Year,Theater,2009.0,69.0,Documentary,0.0,0.0,8.0,1.0
Madigan,Theater,1968.0,101.0,Crime,0.0,0.0,5.6,13.0
Terrified,Theater,1995.0,95.0,Thriller,0.0,0.0,3.7,5.0
The Pinchcliffe Grand Prix,Theater,1975.0,88.0,Animation,0.0,0.0,7.9,28.0
The Librarian: The Curse of the Judas Chalice,Theater,2008.0,95.0,Fantasy,0.0,0.0,5.9,134.0
The Inhabited Island,Theater,2008.0,115.0,Action,36500000.0,21834845.0,5.4,24.0
Gravehopping,Theater,2005.0,103.0,Comedy,0.0,0.0,6.0,2.0
Franklyn,Theater,2008.0,98.0,Drama,12000000.0,0.0,5.9,100.0
Men of War,Theater,1994.0,103.0,Action,0.0,0.0,5.5,30.0
Iron Maiden: Flight 666,Theater,2009.0,112.0,Documentary,0.0,0.0,8.5,34.0
Good Dick,Theater,2008.0,86.0,Comedy,0.0,0.0,6.1,34.0
Harry Potter and the Half-Blood Prince,Theater,2009.0,153.0,Adventure,250000000.0,933959197.0,7.4,5435.0
Mélo,Theater,1986.0,112.0,Drama,0.0,0.0,6.8,4.0
Love Unto Death,Theater,1984.0,92.0,Drama,0.0,0.0,7.0,5.0
Eichmann,Theater,2007.0,100.0,History,8000000.0,0.0,5.7,18.0
Blue Blood,Theater,2006.0,95.0,Documentary,0.0,0.0,0.0,0.0
The Visitors II: The Corridors of Time,Theater,1998.0,118.0,Comedy,0.0,0.0,5.8,228.0
Who Killed Nancy?,Theater,2009.0,0.0,Documentary,0.0,0.0,6.8,3.0
Summer of Fear,Theater,1996.0,91.0,,0.0,0.0,0.0,0.0
Open Water 2: Adrift,Theater,2006.0,94.0,Drama,1200000.0,0.0,5.2,157.0
The Group,Theater,1966.0,152.0,Drama,0.0,0.0,4.7,6.0
Senso,Theater,1954.0,118.0,Romance,0.0,0.0,7.1,30.0
Slap Shot 2: Breaking the Ice,Theater,2002.0,104.0,Comedy,0.0,0.0,4.2,9.0
The Mark of Cain,Theater,2008.0,87.0,Drama,0.0,0.0,5.5,5.0
The Mark of Cain,Theater,2000.0,0.0,Documentary,0.0,0.0,7.3,2.0
The Strawberry Blonde,Theater,1941.0,97.0,Comedy,0.0,0.0,6.3,16.0
The Muppet Musicians of Bremen,Theater,1972.0,50.0,Family,0.0,0.0,0.0,0.0
A Brief Vacation,Theater,1973.0,112.0,Drama,0.0,0.0,5.3,4.0
Game of Death II,Theater,1981.0,96.0,Drama,0.0,0.0,4.9,23.0
Rosso,Theater,1985.0,0.0,,0.0,0.0,0.0,0.0
9to5: Days in Porn,Theater,2008.0,113.0,Documentary,0.0,0.0,6.1,18.0
Sink or Swim,Theater,1990.0,48.0,Documentary,0.0,0.0,8.0,2.0
Sink or Swim,Theater,1997.0,93.0,,0.0,0.0,0.0,0.0
The Giant of Marathon,Theater,1959.0,90.0,Action,0.0,0.0,4.8,4.0
Ludwig,Theater,1972.0,235.0,Drama,0.0,0.0,7.5,20.0
Shiver,Theater,2008.0,91.0,Horror,0.0,0.0,5.4,27.0
Blue Corner,Theater,2002.0,85.0,,0.0,0.0,0.0,0.0
Winter of Frozen Dreams,Theater,2009.0,92.0,Crime,0.0,0.0,4.5,4.0
Cold Water,Theater,1994.0,92.0,Drama,0.0,0.0,8.0,4.0
Humpday,Theater,2009.0,94.0,Comedy,0.0,0.0,5.6,27.0
Ten Inch Hero,Theater,2007.0,97.0,Comedy,0.0,0.0,6.7,50.0
Tokyo Sonata,Theater,2008.0,120.0,Drama,0.0,0.0,6.9,50.0
Kill Your Darlings,Theater,2006.0,94.0,Comedy,0.0,0.0,7.0,3.0
Kill Your Darlings,Theater,2013.0,104.0,Drama,1030064.0,0.0,7.1,455.0
Polytechnique,Theater,2009.0,77.0,Crime,0.0,0.0,6.8,94.0
Visioneers,Theater,2008.0,90.0,Comedy,0.0,0.0,6.0,28.0
The Vault of Horror,Theater,1973.0,83.0,Horror,0.0,0.0,6.5,34.0
The Dark Backward,Theater,1991.0,101.0,Comedy,0.0,0.0,5.1,8.0
Blue City,Theater,1986.0,83.0,Drama,0.0,0.0,5.3,6.0
Judas Kiss,Theater,1998.0,97.0,Thriller,0.0,0.0,5.3,9.0
Judas Kiss,Theater,2011.0,94.0,Drama,500000.0,0.0,5.7,21.0
Streets of Blood,Theater,2009.0,95.0,Action,0.0,0.0,4.6,19.0
Jonathan Livingston Seagull,Theater,1973.0,120.0,Drama,0.0,0.0,6.2,12.0
Cheri,Theater,2009.0,86.0,Drama,23000000.0,9366227.0,5.9,57.0
One Week,Theater,2008.0,94.0,Adventure,0.0,0.0,6.9,40.0
One Week,Theater,1920.0,25.0,Comedy,0.0,0.0,7.8,39.0
"Run, Simon, Run",Theater,1970.0,74.0,Action,0.0,0.0,6.0,2.0
'Neath the Arizona Skies,Theater,1934.0,52.0,Action,0.0,0.0,3.7,9.0
Pavement: Slow Century,Theater,2002.0,85.0,Documentary,0.0,0.0,10.0,1.0
Mortal Transfer,Theater,2001.0,122.0,Comedy,0.0,0.0,6.0,4.0
Loulou,Theater,1980.0,101.0,Drama,0.0,0.0,6.3,9.0
The Answer Man,Theater,2009.0,95.0,Comedy,0.0,0.0,6.2,34.0
Rage at Dawn,Theater,1955.0,87.0,Action,0.0,0.0,7.3,3.0
Paradise Canyon,Theater,1935.0,52.0,Action,0.0,0.0,3.7,5.0
A Perfect Fake,Theater,2005.0,0.0,Documentary,0.0,0.0,0.0,0.0
Seven Years Bad Luck,Theater,1921.0,62.0,Comedy,0.0,0.0,5.6,4.0
Seven Years Bad Luck,Theater,1921.0,62.0,Comedy,0.0,0.0,5.6,4.0
The Gang's All Here,Theater,1943.0,103.0,Comedy,0.0,0.0,6.6,5.0
Orphan,Theater,2009.0,123.0,Horror,20000000.0,41596251.0,6.7,1296.0
Orphan,Theater,2017.0,111.0,Drama,0.0,0.0,6.6,7.0
Afterburn,Theater,1992.0,103.0,TV Movie,0.0,0.0,4.3,2.0
Winged Creatures,Theater,2008.0,95.0,Crime,0.0,0.0,6.2,39.0
Rainbow Valley,Theater,1935.0,49.0,Western,0.0,0.0,5.1,5.0
Heimat: A Chronicle of Germany,Theater,1984.0,925.0,Drama,0.0,0.0,9.0,1.0
Wild River,Theater,1960.0,110.0,History,0.0,0.0,6.5,19.0
My first war,Theater,2008.0,82.0,Documentary,0.0,0.0,0.0,0.0
High Hopes,Theater,1988.0,112.0,Comedy,0.0,1192322.0,7.5,22.0
Tulsa,Theater,1949.0,90.0,Drama,0.0,0.0,6.5,2.0
A Perfect Getaway,Theater,2009.0,98.0,Thriller,14000000.0,22852638.0,6.2,355.0
Fan-Fan the Tulip,Theater,1952.0,102.0,Romance,0.0,0.0,5.6,12.0
Dark Ride,Theater,2006.0,94.0,Horror,0.0,0.0,4.3,28.0
Dallas 362,Theater,2003.0,100.0,Drama,0.0,18928.0,5.5,2.0
"Moonshot, the Flight of Apollo 11",Theater,2009.0,90.0,Drama,0.0,0.0,5.9,6.0
Aliens in the Attic,Theater,2009.0,86.0,Adventure,45000000.0,57881056.0,5.3,254.0
The Beaches of Agnès,Theater,2008.0,110.0,Drama,0.0,0.0,6.3,10.0
Obsessed,Theater,2009.0,108.0,Drama,20000000.0,73830340.0,5.1,138.0
Obsessed,Theater,2002.0,96.0,Drama,0.0,0.0,3.3,4.0
Obsessed,Theater,1992.0,88.0,TV Movie,0.0,0.0,6.0,2.0
Pagafantas,Theater,2009.0,84.0,Comedy,0.0,2012927.0,5.2,10.0
Black Box,Theater,2005.0,90.0,Mystery,0.0,0.0,5.2,23.0
My Stars,Theater,2008.0,88.0,Comedy,0.0,0.0,4.8,13.0
Hannah Montana: The Movie,Theater,2009.0,102.0,Comedy,35000000.0,155545279.0,6.0,465.0
G.I. Joe: The Rise of Cobra,Theater,2009.0,118.0,Adventure,175000000.0,302469017.0,5.6,1988.0
Séraphine,Theater,2008.0,125.0,Drama,0.0,0.0,6.6,26.0
Cold Souls,Theater,2009.0,101.0,Comedy,0.0,0.0,6.1,47.0
